"合同编号","采购订单号","船名","煤种_品名代码","发货单位代码","供应商_发货单位名称","发站名称","收货单位_焦化厂","铁路车号","货票重量","制表_发出时间","生成时间","到厂_进厂交接时间","在途状态","状态","物料品名代码","采购物料代码","关联状态","收货单位"
"212010126003","450018923100010", ,G3MMSY1,"811085",贵州久泰邦达能源开发有限公司,花家庄,焦化厂,"1724583",70.000,"20260909075100","20260909081750","20260909083100",已到厂,"1",G3MMSY1,A2MMFFM1,已匹配,焦化厂
"212010226008","450017152500010", ,G3MMZJF,"807840",西部红果煤炭交易有限公司,大湾,焦化厂,"1585109",70.000,"20260909075100","20260909081750","20260909083100",已到厂,"1",G3MMZJF,A2MMZJM3,已匹配,焦化厂
"212010126003","450018923100010", ,G3MMSY1,"811085",贵州久泰邦达能源开发有限公司,花家庄,焦化厂,"1605386",70.000,"20260909075100","20260909081750","20260909083100",已到厂,"1",G3MMSY1,A2MMFFM1,已匹配,焦化厂
"212010126003","450018923100010", ,G3MMSY1,"811085",贵州久泰邦达能源开发有限公司,花家庄,焦化厂,"1505143",70.000,"20260909075100","20260909081750","20260909083100",已到厂,"1",G3MMSY1,A2MMFFM1,已匹配,焦化厂
"212010226008","450017152500010", ,G3MMZJF,"807840",西部红果煤炭交易有限公司,大湾,焦化厂,"1558856",70.000,"20260909075100","20260909081750","20260909083100",已到厂,"1",G3MMZJF,A2MMZJM3,已匹配,焦化厂
"212010226008","450017152500010", ,G3MMZJF,"807840",西部红果煤炭交易有限公司,大湾,焦化厂,"1586627",70.000,"20260909075100","20260909081750","20260909083100",已到厂,"1",G3MMZJF,A2MMZJM3,已匹配,焦化厂
"212010126003","450018923100010", ,G3MMSY1,"811085",贵州久泰邦达能源开发有限公司,花家庄,焦化厂,"1561482",70.000,"20260909075100","20260909081750","20260909083100",已到厂,"1",G3MMSY1,A2MMFFM1,已匹配,焦化厂
"212010126003","450018923100010", ,G3MMSY1,"811085",贵州久泰邦达能源开发有限公司,花家庄,焦化厂,"1585250",70.000,"20260909075100","20260909081750","20260909083100",已到厂,"1",G3MMSY1,A2MMFFM1,已匹配,焦化厂
"212010226008","450017152500010", ,G3MMZJF,"807840",西部红果煤炭交易有限公司,大湾,焦化厂,"1643177",70.000,"20260909075100","20260909081750","20260909083100",已到厂,"1",G3MMZJF,A2MMZJM3,已匹配,焦化厂
"212010126001","450017151700010", ,G3MMSY1,"800905",贵州盘江精煤股份有限公司,柏果,焦化厂,"1624774",70.000,"20260909075100","20260909081750","20260909083100",已到厂,"1",G3MMSY1,A2MMFFM1,已匹配,焦化厂
"212010126003","450018923100010", ,G3MMSY1,"811085",贵州久泰邦达能源开发有限公司,花家庄,焦化厂,"4928898",61.000,"20260909075100","20260909081750","20260909083100",已到厂,"1",G3MMSY1,A2MMFFM1,已匹配,焦化厂
"212010226008","450017152500010", ,G3MMZJF,"807840",西部红果煤炭交易有限公司,大湾,焦化厂,"1823998",70.000,"20260909075100","20260909081750","20260909083100",已到厂,"1",G3MMZJF,A2MMZJM3,已匹配,焦化厂
"212010226008","450017152500010", ,G3MMZJF,"807840",西部红果煤炭交易有限公司,大湾,焦化厂,"1650063",70.000,"20260909075100","20260909081750","20260909083100",已到厂,"1",G3MMZJF,A2MMZJM3,已匹配,焦化厂
"212010126003","450018923100010", ,G3MMSY1,"811085",贵州久泰邦达能源开发有限公司,花家庄,焦化厂,"1573594",70.000,"20260909075100","20260909081750","20260909083100",已到厂,"1",G3MMSY1,A2MMFFM1,已匹配,焦化厂
"212010126003","450018923100010", ,G3MMSY1,"811085",贵州久泰邦达能源开发有限公司,花家庄,焦化厂,"1862245",70.000,"20260909075100","20260909081750","20260909083100",已到厂,"1",G3MMSY1,A2MMFFM1,已匹配,焦化厂
"212010226008","450017152500010", ,G3MMZJF,"807840",西部红果煤炭交易有限公司,大湾,焦化厂,"1697339",70.000,"20260909075100","20260909081750","20260909083100",已到厂,"1",G3MMZJF,A2MMZJM3,已匹配,焦化厂
"212010126001","450017151700010", ,G3MMSY1,"800905",贵州盘江精煤股份有限公司,柏果,焦化厂,"4936674",61.000,"20260909075100","20260909081750","20260909083100",已到厂,"1",G3MMSY1,A2MMFFM1,已匹配,焦化厂
"212010126001","450017151700010", ,G3MMSY1,"800905",贵州盘江精煤股份有限公司,柏果,焦化厂,"1607912",70.000,"20260909075100","20260909081750","20260909083100",已到厂,"1",G3MMSY1,A2MMFFM1,已匹配,焦化厂
"212010226008","450017152500010", ,G3MMZJF,"807840",西部红果煤炭交易有限公司,大湾,焦化厂,"4908054",61.000,"20260909075100","20260909081750","20260909083100",已到厂,"1",G3MMZJF,A2MMZJM3,已匹配,焦化厂
"212010226008","450017152500010", ,G3MMZJF,"807840",西部红果煤炭交易有限公司,大湾,焦化厂,"1567965",70.000,"20260909075100","20260909081750","20260909083100",已到厂,"1",G3MMZJF,A2MMZJM3,已匹配,焦化厂
"212010126003","450018923100010", ,G3MMSY1,"811085",贵州久泰邦达能源开发有限公司,花家庄,焦化厂,"1649017",70.000,"20260909075100","20260909081750","20260909083100",已到厂,"1",G3MMSY1,A2MMFFM1,已匹配,焦化厂
"212010126003","450018923100010", ,G3MMSY1,"811085",贵州久泰邦达能源开发有限公司,花家庄,焦化厂,"1853697",70.000,"20260909075100","20260909081750","20260909083100",已到厂,"1",G3MMSY1,A2MMFFM1,已匹配,焦化厂
"212010226008","450017152500010", ,G3MMZJF,"807840",西部红果煤炭交易有限公司,大湾,焦化厂,"1794383",70.000,"20260909075100","20260909081750","20260909083100",已到厂,"1",G3MMZJF,A2MMZJM3,已匹配,焦化厂
LGGM-LGGF20260101,"450018929400010", ,G3MMFF1,"2700",广西柳钢国际贸易有限公司,宝丰,焦化厂,"4975624",65.000,"20260909075100","20260909081750","20260909083100",已到厂,"1",G3MMFF1,A2MMFFM2,已匹配,焦化厂
"212010126001","450017151700010", ,G3MMSY1,"800905",贵州盘江精煤股份有限公司,柏果,焦化厂,"1785807",70.000,"20260909075100","20260909081750","20260909083100",已到厂,"1",G3MMSY1,A2MMFFM1,已匹配,焦化厂
"212010126003","450018923100010", ,G3MMSY1,"811085",贵州久泰邦达能源开发有限公司,花家庄,焦化厂,"4910248",61.000,"20260909075100","20260909081750","20260909083100",已到厂,"1",G3MMSY1,A2MMFFM1,已匹配,焦化厂
"212010126003","450018923100010", ,G3MMSY1,"811085",贵州久泰邦达能源开发有限公司,花家庄,焦化厂,"1516377",70.000,"20260909075100","20260909081750","20260909083100",已到厂,"1",G3MMSY1,A2MMFFM1,已匹配,焦化厂
"212010126003","450018923100010", ,G3MMSY1,"811085",贵州久泰邦达能源开发有限公司,花家庄,焦化厂,"4205798",61.000,"20260909075100","20260909081750","20260909083100",已到厂,"1",G3MMSY1,A2MMFFM1,已匹配,焦化厂
LGGM-LGGF20260101,"450018929400010", ,G3MMFF1,"2700",广西柳钢国际贸易有限公司,宝丰,焦化厂,"4962698",65.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMFF1,A2MMFFM2,已匹配,焦化厂
LGGM-LGGF20260101,"450018929400010", ,G3MMFF1,"2700",广西柳钢国际贸易有限公司,宝丰,焦化厂,"1763163",70.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMFF1,A2MMFFM2,已匹配,焦化厂
"212010226001","450017151900010", ,G3MMZJ1,"813167",贵州松河煤业发展有限责任公司,松河,焦化厂,"4884978",61.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMZJ1,A2MMZJM3,已匹配,焦化厂
LGGM-LGGF20260101,"450018929400010", ,G3MMFF1,"2700",广西柳钢国际贸易有限公司,宝丰,焦化厂,"4952223",65.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMFF1,A2MMFFM2,已匹配,焦化厂
LGGM-LGGF20260101,"450018929400010", ,G3MMFF1,"2700",广西柳钢国际贸易有限公司,宝丰,焦化厂,"4923642",65.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMFF1,A2MMFFM2,已匹配,焦化厂
LGGM-LGGF20260101,"450018929400010", ,G3MMFF1,"2700",广西柳钢国际贸易有限公司,宝丰,焦化厂,"1758562",70.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMFF1,A2MMFFM2,已匹配,焦化厂
LGGM-LGGF20260101,"450018929400010", ,G3MMFF1,"2700",广西柳钢国际贸易有限公司,宝丰,焦化厂,"1524526",70.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMFF1,A2MMFFM2,已匹配,焦化厂
"212010226001","450017151900010", ,G3MMZJ1,"813167",贵州松河煤业发展有限责任公司,松河,焦化厂,"4968234",61.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMZJ1,A2MMZJM3,已匹配,焦化厂
LGGM-LGGF20260101,"450018929400010", ,G3MMFF1,"2700",广西柳钢国际贸易有限公司,宝丰,焦化厂,"1899106",70.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMFF1,A2MMFFM2,已匹配,焦化厂
LGGM-LGGF20260101,"450018929400010", ,G3MMFF1,"2700",广西柳钢国际贸易有限公司,宝丰,焦化厂,"4974144",65.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMFF1,A2MMFFM2,已匹配,焦化厂
LGGM-LGGF20260101,"450018929400010", ,G3MMFF1,"2700",广西柳钢国际贸易有限公司,宝丰,焦化厂,"4872031",65.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMFF1,A2MMFFM2,已匹配,焦化厂
LGGM-LGGF20260101,"450018929400010", ,G3MMFF1,"2700",广西柳钢国际贸易有限公司,宝丰,焦化厂,"1592287",70.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMFF1,A2MMFFM2,已匹配,焦化厂
"212010226001","450017151900010", ,G3MMZJ1,"813167",贵州松河煤业发展有限责任公司,松河,焦化厂,"1612845",70.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMZJ1,A2MMZJM3,已匹配,焦化厂
LGGM-LGGF20260101,"450018929400010", ,G3MMFF1,"2700",广西柳钢国际贸易有限公司,宝丰,焦化厂,"1649756",70.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMFF1,A2MMFFM2,已匹配,焦化厂
"212010226001","450017151900010", ,G3MMZJ1,"813167",贵州松河煤业发展有限责任公司,松河,焦化厂,"1733560",70.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMZJ1,A2MMZJM3,已匹配,焦化厂
LGGM-LGGF20260101,"450018929400010", ,G3MMFF1,"2700",广西柳钢国际贸易有限公司,宝丰,焦化厂,"1801153",70.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMFF1,A2MMFFM2,已匹配,焦化厂
"212010226001","450017151900010", ,G3MMZJ1,"813167",贵州松河煤业发展有限责任公司,松河,焦化厂,"4921499",61.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMZJ1,A2MMZJM3,已匹配,焦化厂
LGGM-LGGF20260101,"450018929400010", ,G3MMFF1,"2700",广西柳钢国际贸易有限公司,宝丰,焦化厂,"1570813",70.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMFF1,A2MMFFM2,已匹配,焦化厂
LGGM-LGGF20260101,"450018929400010", ,G3MMFF1,"2700",广西柳钢国际贸易有限公司,宝丰,焦化厂,"4867792",65.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMFF1,A2MMFFM2,已匹配,焦化厂
LGGM-LGGF20260101,"450018929400010", ,G3MMFF1,"2700",广西柳钢国际贸易有限公司,宝丰,焦化厂,"4869259",65.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMFF1,A2MMFFM2,已匹配,焦化厂
LGGM-LGGF20260101,"450018929400010", ,G3MMFF1,"2700",广西柳钢国际贸易有限公司,宝丰,焦化厂,"1509435",70.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMFF1,A2MMFFM2,已匹配,焦化厂
"212010226001","450017151900010", ,G3MMZJ1,"813167",贵州松河煤业发展有限责任公司,松河,焦化厂,"4970396",61.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMZJ1,A2MMZJM3,已匹配,焦化厂
LGGM-LGGF20260101,"450018929400010", ,G3MMFF1,"2700",广西柳钢国际贸易有限公司,宝丰,焦化厂,"4881954",65.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMFF1,A2MMFFM2,已匹配,焦化厂
LGGM-LGGF20260101,"450018929400010", ,G3MMFF1,"2700",广西柳钢国际贸易有限公司,宝丰,焦化厂,"1823508",70.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMFF1,A2MMFFM2,已匹配,焦化厂
LGGM-LGGF20260101,"450018929400010", ,G3MMFF1,"2700",广西柳钢国际贸易有限公司,宝丰,焦化厂,"1846006",70.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMFF1,A2MMFFM2,已匹配,焦化厂
"212010226001","450017151900010", ,G3MMZJ1,"813167",贵州松河煤业发展有限责任公司,松河,焦化厂,"1515409",70.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMZJ1,A2MMZJM3,已匹配,焦化厂
"212010126003","450018923100010", ,G3MMSY1,"811085",贵州久泰邦达能源开发有限公司,花家庄,焦化厂,"4893559",61.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMSY1,A2MMFFM1,已匹配,焦化厂
LGGM-LGGF20260101,"450018929400010", ,G3MMFF1,"2700",广西柳钢国际贸易有限公司,宝丰,焦化厂,"1693830",70.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMFF1,A2MMFFM2,已匹配,焦化厂
LGGM-LGGF20260101,"450018929400010", ,G3MMFF1,"2700",广西柳钢国际贸易有限公司,宝丰,焦化厂,"1625269",70.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMFF1,A2MMFFM2,已匹配,焦化厂
LGGM-LGGF20260101,"450018929400010", ,G3MMFF1,"2700",广西柳钢国际贸易有限公司,宝丰,焦化厂,"1727847",70.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMFF1,A2MMFFM2,已匹配,焦化厂
"212010226001","450017151900010", ,G3MMZJ1,"813167",贵州松河煤业发展有限责任公司,松河,焦化厂,"1530760",70.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMZJ1,A2MMZJM3,已匹配,焦化厂
LGGM-LGGF20260101,"450018929400010", ,G3MMFF1,"2700",广西柳钢国际贸易有限公司,宝丰,焦化厂,"4203129",65.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMFF1,A2MMFFM2,已匹配,焦化厂
LGGM-LGGF20260101,"450018929400010", ,G3MMFF1,"2700",广西柳钢国际贸易有限公司,宝丰,焦化厂,"1501021",70.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMFF1,A2MMFFM2,已匹配,焦化厂
LGGM-LGGF20260101,"450018929400010", ,G3MMFF1,"2700",广西柳钢国际贸易有限公司,宝丰,焦化厂,"1777584",70.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMFF1,A2MMFFM2,已匹配,焦化厂
"212010126003","450018923100010", ,G3MMSY1,"811085",贵州久泰邦达能源开发有限公司,花家庄,焦化厂,"1759426",70.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMSY1,A2MMFFM1,已匹配,焦化厂
"212010126003","450018923100010", ,G3MMSY1,"811085",贵州久泰邦达能源开发有限公司,花家庄,焦化厂,"1756010",70.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMSY1,A2MMFFM1,已匹配,焦化厂
LGGM-LGGF20260101,"450018929400010", ,G3MMFF1,"2700",广西柳钢国际贸易有限公司,宝丰,焦化厂,"1746967",70.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMFF1,A2MMFFM2,已匹配,焦化厂
LGGM-LGGF20260101,"450018929400010", ,G3MMFF1,"2700",广西柳钢国际贸易有限公司,宝丰,焦化厂,"1764804",70.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMFF1,A2MMFFM2,已匹配,焦化厂
LGGM-LGGF20260101,"450018929400010", ,G3MMFF1,"2700",广西柳钢国际贸易有限公司,宝丰,焦化厂,"1595024",70.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMFF1,A2MMFFM2,已匹配,焦化厂
"212010226001","450017151900010", ,G3MMZJ1,"813167",贵州松河煤业发展有限责任公司,松河,焦化厂,"1744261",70.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMZJ1,A2MMZJM3,已匹配,焦化厂
LGGM-LGGF20260101,"450018929400010", ,G3MMFF1,"2700",广西柳钢国际贸易有限公司,宝丰,焦化厂,"1704974",70.000,"20260909015300","20260909022236","20260909043300",已到厂,"1",G3MMFF1,A2MMFFM2,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"4203450",64.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"1783823",71.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"1899589",71.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"1686538",71.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"1865784",71.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"1450904",65.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"1564544",70.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"1634963",71.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"4928091",63.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"1636664",70.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"1882507",71.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"1879907",71.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"1590129",71.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"1517286",71.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"1686010",71.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"1858097",71.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"1654663",70.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"1647229",70.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"1805552",71.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"1708800",70.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"4862357",64.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"1675429",71.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"1861610",71.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"1880618",71.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"4873825",64.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"4948349",65.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"1651226",70.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"1515713",70.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"1716278",70.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"1680807",70.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"4972819",63.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"1632271",71.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"4948673",64.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"1868200",71.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"1694038",70.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"1711288",71.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"4926891",63.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"1620811",70.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"1736365",71.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"4895808",64.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"1732222",71.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"1693244",71.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"4897346",64.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"4874338",64.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
LGXS26050563,"450018317200010",清水河,G3MMZJC,"2700",广西柳钢国际贸易有限公司,防城港,焦化厂,"1752374",71.000,"20260909000003","20260908150445","20260908151800",已到厂,"1",G3MMZJC,A2MMZJM1,已匹配,焦化厂
